snippet,snippet_baku,tokens,stemmed_tokens,sentiment_label
self service kiosk tetapi belum terintegrasi dengan sistem pembelian beli manual penjual ramah mengerti produk,self service kiosk tetapi belum terintegrasi dengan sistem pembelian beli manual penjual ramah mengerti produk,"['self', 'service', 'kiosk', 'tetapi', 'belum', 'terintegrasi', 'dengan', 'sistem', 'pembelian', 'beli', 'manual', 'penjual', 'ramah', 'mengerti', 'produk']","['self', 'service', 'kiosk', 'tetapi', 'belum', 'integrasi', 'dengan', 'sistem', 'beli', 'beli', 'manual', 'jual', 'ramah', 'erti', 'produk']",positif
ke cafe barusan selesai masak pukis baunya sedap harum pukisnya enak,ke cafe barusan selesai masak pukis baunya sedap harum pukisnya enak,"['ke', 'cafe', 'barusan', 'selesai', 'masak', 'pukis', 'baunya', 'sedap', 'harum', 'pukisnya', 'enak']","['ke', 'cafe', 'barusan', 'selesai', 'masak', 'pukis', 'bau', 'sedap', 'harum', 'pukisnya', 'enak']",positif
kurang baik slah satu attitude 1 pegawai kurang sopan waktu order lewat mesin padahal mau add order dia belakang tanpa permisi atau apa langsng mijet tombol payment menurut ku attitude pertanyakan bekerja jasa pelayanan tapi gak selancang itu walaupun niat bagus membantu tolong perhatikan,kurang baik slah satu attitude 1 pegawai kurang sopan waktu order lewat mesin padahal mau add order dia belakang tanpa permisi atau apa langsng mijet tombol payment menurut ku attitude pertanyakan bekerja jasa pelayanan tapi tidak selancang itu walaupun niat bagus membantu tolong perhatikan,"['kurang', 'baik', 'slah', 'satu', 'attitude', '1', 'pegawai', 'kurang', 'sopan', 'waktu', 'order', 'lewat', 'mesin', 'padahal', 'mau', 'add', 'order', 'dia', 'belakang', 'tanpa', 'permisi', 'atau', 'apa', 'langsng', 'mijet', 'tombol', 'payment', 'menurut', 'ku', 'attitude', 'pertanyakan', 'bekerja', 'jasa', 'pelayanan', 'tapi', 'tidak', 'selancang', 'itu', 'walaupun', 'niat', 'bagus', 'membantu', 'tolong', 'perhatikan']","['kurang', 'baik', 'slah', 'satu', 'attitude', '1', 'pegawai', 'kurang', 'sopan', 'waktu', 'order', 'lewat', 'mesin', 'padahal', 'mau', 'add', 'order', 'dia', 'belakang', 'tanpa', 'permisi', 'atau', 'apa', 'langsng', 'mijet', 'tombol', 'payment', 'turut', 'ku', 'attitude', 'tanya', 'kerja', 'jasa', 'layan', 'tapi', 'tidak', 'selancang', 'itu', 'walaupun', 'niat', 'bagus', 'bantu', 'tolong', 'perhati']",positif
bersih pelayanan ramah enak nongkrong,bersih pelayanan ramah enak nongkrong,"['bersih', 'pelayanan', 'ramah', 'enak', 'nongkrong']","['bersih', 'layan', 'ramah', 'enak', 'nongkrong']",positif
parkir luas nyaman,parkir luas nyaman,"['parkir', 'luas', 'nyaman']","['parkir', 'luas', 'nyaman']",positif
pelayanan sangat ramah manager marketing kasir satset handle pesanan tempatnya nyaman jumat sabtu buka 24 jam,pelayanan sangat ramah manager marketing kasir satset handle pesanan tempatnya nyaman jumat sabtu buka 24 jam,"['pelayanan', 'sangat', 'ramah', 'manager', 'marketing', 'kasir', 'satset', 'handle', 'pesanan', 'tempatnya', 'nyaman', 'jumat', 'sabtu', 'buka', '24', 'jam']","['layan', 'sangat', 'ramah', 'manager', 'marketing', 'kasir', 'satset', 'handle', 'pesan', 'tempat', 'nyaman', 'jumat', 'sabtu', 'buka', '24', 'jam']",positif
kualitas ayam goreng kfc mantap bangeeettt berubah semasa anakanak sampai dewasa kini,kualitas ayam goreng kfc mantap bangeeettt berubah semasa anakanak sampai dewasa kini,"['kualitas', 'ayam', 'goreng', 'kfc', 'mantap', 'bangeeettt', 'berubah', 'semasa', 'anakanak', 'sampai', 'dewasa', 'kini']","['kualitas', 'ayam', 'goreng', 'kfc', 'mantap', 'bangeeettt', 'ubah', 'masa', 'anakanak', 'sampai', 'dewasa', 'kini']",positif
pelayanan sangat baik,pelayanan sangat baik,"['pelayanan', 'sangat', 'baik']","['layan', 'sangat', 'baik']",positif
parah antriny khusus online hrs tmpt sndri,parah antriny khusus online hrs tempat sndri,"['parah', 'antriny', 'khusus', 'online', 'hrs', 'tempat', 'sndri']","['parah', 'antriny', 'khusus', 'online', 'hrs', 'tempat', 'sndri']",negatif
lokasi makan paten kala bingung nyari makanan gak usah nanya rasanya nua cozy enak banget buang nongki2 zantik sm kroni,lokasi makan paten kala bingung nyari makanan tidak usah nanya rasanya nua cozy enak sekali buang nongki2 zantik sm kroni,"['lokasi', 'makan', 'paten', 'kala', 'bingung', 'nyari', 'makanan', 'tidak', 'usah', 'nanya', 'rasanya', 'nua', 'cozy', 'enak', 'sekali', 'buang', 'nongki2', 'zantik', 'sm', 'kroni']","['lokasi', 'makan', 'paten', 'kala', 'bingung', 'nyari', 'makan', 'tidak', 'usah', 'nanya', 'rasa', 'nua', 'cozy', 'enak', 'sekali', 'buang', 'nongki2', 'zantik', 'sm', 'kroni']",positif
dulu selalu lama antrian disini bahkan terlalu lama baik transaksi cash atau cashles sama,dulu selalu lama antrian disini bahkan terlalu lama baik transaksi cash atau cashles sama,"['dulu', 'selalu', 'lama', 'antrian', 'disini', 'bahkan', 'terlalu', 'lama', 'baik', 'transaksi', 'cash', 'atau', 'cashles', 'sama']","['dulu', 'selalu', 'lama', 'antri', 'sini', 'bahkan', 'terlalu', 'lama', 'baik', 'transaksi', 'cash', 'atau', 'cashles', 'sama']",negatif
semoga bisa diperbaiki sistem pelayanannya biar customer lebih nyaman,semoga bisa diperbaiki sistem pelayanannya biar pelanggan lebih nyaman,"['semoga', 'bisa', 'diperbaiki', 'sistem', 'pelayanannya', 'biar', 'pelanggan', 'lebih', 'nyaman']","['moga', 'bisa', 'baik', 'sistem', 'layan', 'biar', 'langgan', 'lebih', 'nyaman']",positif
luasenak dipake nongkrong dengan teman dalam jumpah banyak,luasenak dipake nongkrong dengan teman dalam jumpah banyak,"['luasenak', 'dipake', 'nongkrong', 'dengan', 'teman', 'dalam', 'jumpah', 'banyak']","['luasenak', 'dipake', 'nongkrong', 'dengan', 'teman', 'dalam', 'jumpah', 'banyak']",positif
24 jam tempatnya luass cocok kumpul2 strategis parkir mobil sangat kurang pelayanan sedikit lambat apalagi kalo lagi jamannya acara dbl antrinya panjang sekalii butuh kesabaran ekstra toiletnya selalu kotor,24 jam tempatnya luass cocok kumpul2 strategis parkir mobil sangat kurang pelayanan sedikit lambat apalagi kalo lagi jamannya acara dbl antrinya panjang sekalii butuh kesabaran ekstra toiletnya selalu kotor,"['24', 'jam', 'tempatnya', 'luass', 'cocok', 'kumpul2', 'strategis', 'parkir', 'mobil', 'sangat', 'kurang', 'pelayanan', 'sedikit', 'lambat', 'apalagi', 'kalo', 'lagi', 'jamannya', 'acara', 'dbl', 'antrinya', 'panjang', 'sekalii', 'butuh', 'kesabaran', 'ekstra', 'toiletnya', 'selalu', 'kotor']","['24', 'jam', 'tempat', 'luass', 'cocok', 'kumpul2', 'strategis', 'parkir', 'mobil', 'sangat', 'kurang', 'layan', 'sedikit', 'lambat', 'apalagi', 'kalo', 'lagi', 'jaman', 'acara', 'dbl', 'antri', 'panjang', 'sekali', 'butuh', 'sabar', 'ekstra', 'toilet', 'selalu', 'kotor']",positif
lumayan bumbunya kurang ketahun,lumayan bumbunya kurang ketahun,"['lumayan', 'bumbunya', 'kurang', 'ketahun']","['lumayan', 'bumbu', 'kurang', 'tahun']",negatif
tempatnya cukup luas sayang area merokok jauh lebih besar pada area merokok,tempatnya cukup luas sayang area merokok jauh lebih besar pada area merokok,"['tempatnya', 'cukup', 'luas', 'sayang', 'area', 'merokok', 'jauh', 'lebih', 'besar', 'pada', 'area', 'merokok']","['tempat', 'cukup', 'luas', 'sayang', 'area', 'rokok', 'jauh', 'lebih', 'besar', 'pada', 'area', 'rokok']",positif
tempatnya selalu ramai sehingga antrinya terlalu lama,tempatnya selalu ramai sehingga antrinya terlalu lama,"['tempatnya', 'selalu', 'ramai', 'sehingga', 'antrinya', 'terlalu', 'lama']","['tempat', 'selalu', 'ramai', 'sehingga', 'antri', 'terlalu', 'lama']",negatif
ac terasa banyak orang area pemesanan,ac terasa banyak orang area pemesanan,"['ac', 'terasa', 'banyak', 'orang', 'area', 'pemesanan']","['ac', 'asa', 'banyak', 'orang', 'area', 'mesan']",netral
ajor jumantrinya kyak sembakolama banget rekomendet gojek grab terlalu lama,ajor jumantrinya kyak sembakolama sekali rekomendet gojek grab terlalu lama,"['ajor', 'jumantrinya', 'kyak', 'sembakolama', 'sekali', 'rekomendet', 'gojek', 'grab', 'terlalu', 'lama']","['ajor', 'jumantrinya', 'kyak', 'sembakolama', 'sekali', 'rekomendet', 'gojek', 'grab', 'terlalu', 'lama']",negatif
bagus tempatnya lokasinya strategis terletak tepi jalan raya mudah terlihat jauh ramai ketika jam makan siang jam pulang anak sekolah,bagus tempatnya lokasinya strategis terletak tepi jalan raya mudah terlihat jauh ramai ketika jam makan siang jam pulang anak sekolah,"['bagus', 'tempatnya', 'lokasinya', 'strategis', 'terletak', 'tepi', 'jalan', 'raya', 'mudah', 'terlihat', 'jauh', 'ramai', 'ketika', 'jam', 'makan', 'siang', 'jam', 'pulang', 'anak', 'sekolah']","['bagus', 'tempat', 'lokasi', 'strategis', 'letak', 'tepi', 'jalan', 'raya', 'mudah', 'lihat', 'jauh', 'ramai', 'ketika', 'jam', 'makan', 'siang', 'jam', 'pulang', 'anak', 'sekolah']",positif
parkir kendaraan kurang luas makan outdoor biasa merokok,parkir kendaraan kurang luas makan di luar biasa merokok,"['parkir', 'kendaraan', 'kurang', 'luas', 'makan', 'di', 'luar', 'biasa', 'merokok']","['parkir', 'kendara', 'kurang', 'luas', 'makan', 'di', 'luar', 'biasa', 'rokok']",positif
makan lebih luas luar daripada dalam ruangan,makan lebih luas luar daripada dalam ruangan,"['makan', 'lebih', 'luas', 'luar', 'daripada', 'dalam', 'ruangan']","['makan', 'lebih', 'luas', 'luar', 'daripada', 'dalam', 'ruang']",positif
parkir kendaraan gratis,parkir kendaraan gratis,"['parkir', 'kendaraan', 'gratis']","['parkir', 'kendara', 'gratis']",netral
tempatnya nyaman ramai startegis pelayanan bagus,tempatnya nyaman ramai startegis pelayanan bagus,"['tempatnya', 'nyaman', 'ramai', 'startegis', 'pelayanan', 'bagus']","['tempat', 'nyaman', 'ramai', 'startegis', 'layan', 'bagus']",positif
bayar parkirnya mahal padahal cuma mau makan kfc,bayar parkirnya mahal padahal cuma mau makan kfc,"['bayar', 'parkirnya', 'mahal', 'padahal', 'cuma', 'mau', 'makan', 'kfc']","['bayar', 'parkir', 'mahal', 'padahal', 'cuma', 'mau', 'makan', 'kfc']",negatif
kurang oke,kurang oke,"['kurang', 'oke']","['kurang', 'oke']",netral
selalu favorit saat makan mcd surabaya setelah mall tp5 suasana kelengkapan outlet2nyaa besarrr siap2 capek kalau gak capek gppa,selalu favorit saat makan mcd surabaya setelah mall tp5 suasana kelengkapan outlet2nyaa besarrr siap2 capek kalau tidak capek gppa,"['selalu', 'favorit', 'saat', 'makan', 'mcd', 'surabaya', 'setelah', 'mall', 'tp5', 'suasana', 'kelengkapan', 'outlet2nyaa', 'besarrr', 'siap2', 'capek', 'kalau', 'tidak', 'capek', 'gppa']","['selalu', 'favorit', 'saat', 'makan', 'mcd', 'surabaya', 'telah', 'mall', 'tp5', 'suasana', 'lengkap', 'outlet2nyaa', 'besarrr', 'siap2', 'capek', 'kalau', 'tidak', 'capek', 'gppa']",netral
krusher biasa krn kfc sini lebih diutamain kuantitas kursinya banyak kalo gedung sebelahnya dbl lagi acara kfc selalu rame banget,krusher biasa karena kfc sini lebih diutamain kuantitas kursinya banyak kalo gedung sebelahnya dbl lagi acara kfc selalu rame sekali,"['krusher', 'biasa', 'karena', 'kfc', 'sini', 'lebih', 'diutamain', 'kuantitas', 'kursinya', 'banyak', 'kalo', 'gedung', 'sebelahnya', 'dbl', 'lagi', 'acara', 'kfc', 'selalu', 'rame', 'sekali']","['krusher', 'biasa', 'karena', 'kfc', 'sini', 'lebih', 'diutamain', 'kuantitas', 'kursi', 'banyak', 'kalo', 'gedung', 'belah', 'dbl', 'lagi', 'acara', 'kfc', 'selalu', 'rame', 'sekali']",positif
resto paling mengecewakan selama makan fast food tiap pesan pasti selalu makanan atau salah satu menu habis sementara dri pihak kfc berusaha me refillmemasakkan kembali seperti bertanggung jawab peduli sama sekali terhadap customer sekali duakali ga masalah selalu order disini pasti kosong padahal jelas jelas go food menu tersebut masih tersedia saat mau ganti menu pun diperbolehkan malah menyuruh customer menggantikan menu kosong sesuai rekomendasi mereka sangat etis kalo memang menu tersebut lengkap harusnya memperbolehkan ganti menu bukan kita diwajibkan memilih rekomendasi mereka kalo ga dibolehin ganti menu ya pastikan makanan ready sangat mengecewakan,resto paling mengecewakan selama makan fast food tiap pesan pasti selalu makanan atau salah satu menu habis sementara dri pihak kfc berusaha me refillmemasakkan kembali seperti bertanggung jawab peduli sama sekali terhadap pelanggan sekali duakali tidak masalah selalu order disini pasti kosong padahal jelas jelas go food menu tersebut masih tersedia saat mau ganti menu pun diperbolehkan malah menyuruh pelanggan menggantikan menu kosong sesuai rekomendasi mereka sangat etis kalo memang menu tersebut lengkap harusnya memperbolehkan ganti menu bukan kita diwajibkan memilih rekomendasi mereka kalo tidak dibolehin ganti menu ya pastikan makanan ready sangat mengecewakan,"['resto', 'paling', 'mengecewakan', 'selama', 'makan', 'fast', 'food', 'tiap', 'pesan', 'pasti', 'selalu', 'makanan', 'atau', 'salah', 'satu', 'menu', 'habis', 'sementara', 'dri', 'pihak', 'kfc', 'berusaha', 'me', 'refillmemasakkan', 'kembali', 'seperti', 'bertanggung', 'jawab', 'peduli', 'sama', 'sekali', 'terhadap', 'pelanggan', 'sekali', 'duakali', 'tidak', 'masalah', 'selalu', 'order', 'disini', 'pasti', 'kosong', 'padahal', 'jelas', 'jelas', 'go', 'food', 'menu', 'tersebut', 'masih', 'tersedia', 'saat', 'mau', 'ganti', 'menu', 'pun', 'diperbolehkan', 'malah', 'menyuruh', 'pelanggan', 'menggantikan', 'menu', 'kosong', 'sesuai', 'rekomendasi', 'mereka', 'sangat', 'etis', 'kalo', 'memang', 'menu', 'tersebut', 'lengkap', 'harusnya', 'memperbolehkan', 'ganti', 'menu', 'bukan', 'kita', 'diwajibkan', 'memilih', 'rekomendasi', 'mereka', 'kalo', 'tidak', 'dibolehin', 'ganti', 'menu', 'ya', 'pastikan', 'makanan', 'ready', 'sangat', 'mengecewakan']","['resto', 'paling', 'kecewa', 'lama', 'makan', 'fast', 'food', 'tiap', 'pesan', 'pasti', 'selalu', 'makan', 'atau', 'salah', 'satu', 'menu', 'habis', 'sementara', 'dri', 'pihak', 'kfc', 'usaha', 'me', 'refillmemasakkan', 'kembali', 'seperti', 'tanggung', 'jawab', 'peduli', 'sama', 'sekali', 'hadap', 'langgan', 'sekali', 'duakali', 'tidak', 'masalah', 'selalu', 'order', 'sini', 'pasti', 'kosong', 'padahal', 'jelas', 'jelas', 'go', 'food', 'menu', 'sebut', 'masih', 'sedia', 'saat', 'mau', 'ganti', 'menu', 'pun', 'boleh', 'malah', 'suruh', 'langgan', 'ganti', 'menu', 'kosong', 'sesuai', 'rekomendasi', 'mereka', 'sangat', 'etis', 'kalo', 'memang', 'menu', 'sebut', 'lengkap', 'harus', 'boleh', 'ganti', 'menu', 'bukan', 'kita', 'wajib', 'pilih', 'rekomendasi', 'mereka', 'kalo', 'tidak', 'dibolehin', 'ganti', 'menu', 'ya', 'pasti', 'makan', 'ready', 'sangat', 'kecewa']",negatif
kebanyakan kalo beli disini dibawa pulang masih masa pandemi hanya merating makanannya saja bukan tempatnya,kebanyakan kalo beli disini dibawa pulang masih masa pandemi hanya merating makanannya saja bukan tempatnya,"['kebanyakan', 'kalo', 'beli', 'disini', 'dibawa', 'pulang', 'masih', 'masa', 'pandemi', 'hanya', 'merating', 'makanannya', 'saja', 'bukan', 'tempatnya']","['banyak', 'kalo', 'beli', 'sini', 'bawa', 'pulang', 'masih', 'masa', 'pandemi', 'hanya', 'merating', 'makan', 'saja', 'bukan', 'tempat']",netral
makanannya enak cream soupnya masih idola masih sma apalagi soal hidangan baru mereka pukis,makanannya enak cream soupnya masih idola masih sma apalagi soal hidangan baru mereka pukis,"['makanannya', 'enak', 'cream', 'soupnya', 'masih', 'idola', 'masih', 'sma', 'apalagi', 'soal', 'hidangan', 'baru', 'mereka', 'pukis']","['makan', 'enak', 'cream', 'soupnya', 'masih', 'idola', 'masih', 'sma', 'apalagi', 'soal', 'hidang', 'baru', 'mereka', 'pukis']",positif
penyuka pukis sangat amat menikmati pukis kfc dengan harga relatif murah tentunya,penyuka pukis sangat amat menikmati pukis kfc dengan harga relatif murah tentunya,"['penyuka', 'pukis', 'sangat', 'amat', 'menikmati', 'pukis', 'kfc', 'dengan', 'harga', 'relatif', 'murah', 'tentunya']","['suka', 'pukis', 'sangat', 'amat', 'nikmat', 'pukis', 'kfc', 'dengan', 'harga', 'relatif', 'murah', 'tentu']",positif
rasa ayam kaya akan rempah bahkan cenderung plain seharusnya jika sop pembuatan ayam kfc maka rasa ayam kfc enak bumbu orisinal kfc bisa terlihat terasa,rasa ayam kaya akan rempah bahkan cenderung plain seharusnya jika sop pembuatan ayam kfc maka rasa ayam kfc enak bumbu orisinal kfc bisa terlihat terasa,"['rasa', 'ayam', 'kaya', 'akan', 'rempah', 'bahkan', 'cenderung', 'plain', 'seharusnya', 'jika', 'sop', 'pembuatan', 'ayam', 'kfc', 'maka', 'rasa', 'ayam', 'kfc', 'enak', 'bumbu', 'orisinal', 'kfc', 'bisa', 'terlihat', 'terasa']","['rasa', 'ayam', 'kaya', 'akan', 'rempah', 'bahkan', 'cenderung', 'plain', 'harus', 'jika', 'sop', 'buat', 'ayam', 'kfc', 'maka', 'rasa', 'ayam', 'kfc', 'enak', 'bumbu', 'orisinal', 'kfc', 'bisa', 'lihat', 'asa']",positif
pelayanan sdh lebih baik biasanya buka 2 kasir hari 1 kasir pegawai lain bantu sediakan makanan pelayanan lebih cepat,pelayanan sdh lebih baik biasanya buka 2 kasir hari 1 kasir pegawai lain bantu sediakan makanan pelayanan lebih cepat,"['pelayanan', 'sdh', 'lebih', 'baik', 'biasanya', 'buka', '2', 'kasir', 'hari', '1', 'kasir', 'pegawai', 'lain', 'bantu', 'sediakan', 'makanan', 'pelayanan', 'lebih', 'cepat']","['layan', 'sdh', 'lebih', 'baik', 'biasa', 'buka', '2', 'kasir', 'hari', '1', 'kasir', 'pegawai', 'lain', 'bantu', 'sedia', 'makan', 'layan', 'lebih', 'cepat']",positif
indoor terlihat kumuh kotor,di dalam terlihat kumuh kotor,"['di', 'dalam', 'terlihat', 'kumuh', 'kotor']","['di', 'dalam', 'lihat', 'kumuh', 'kotor']",negatif
semoga rasa makanannya diperbaiki,semoga rasa makanannya diperbaiki,"['semoga', 'rasa', 'makanannya', 'diperbaiki']","['moga', 'rasa', 'makan', 'baik']",netral
tempatnya oke pelayanan oke bersih luas tapi pintu samping ditutup akhirnya kalau mau parkir dr arah dalam harus muter jauh,tempatnya oke pelayanan oke bersih luas tapi pintu samping ditutup akhirnya kalau mau parkir dari arah dalam harus muter jauh,"['tempatnya', 'oke', 'pelayanan', 'oke', 'bersih', 'luas', 'tapi', 'pintu', 'samping', 'ditutup', 'akhirnya', 'kalau', 'mau', 'parkir', 'dari', 'arah', 'dalam', 'harus', 'muter', 'jauh']","['tempat', 'oke', 'layan', 'oke', 'bersih', 'luas', 'tapi', 'pintu', 'samping', 'tutup', 'akhir', 'kalau', 'mau', 'parkir', 'dari', 'arah', 'dalam', 'harus', 'muter', 'jauh']",positif
strategis kumpul hanya saja patkir kursi sering sekali penuh dengan anak abg cuman beli kentang ama minum tapi duduknya bisa 35 jam hingga knetangnya mlempem,strategis kumpul hanya saja patkir kursi sering sekali penuh dengan anak abg cuman beli kentang ama minum tapi duduknya bisa 35 jam hingga knetangnya mlempem,"['strategis', 'kumpul', 'hanya', 'saja', 'patkir', 'kursi', 'sering', 'sekali', 'penuh', 'dengan', 'anak', 'abg', 'cuman', 'beli', 'kentang', 'ama', 'minum', 'tapi', 'duduknya', 'bisa', '35', 'jam', 'hingga', 'knetangnya', 'mlempem']","['strategis', 'kumpul', 'hanya', 'saja', 'patkir', 'kursi', 'sering', 'sekali', 'penuh', 'dengan', 'anak', 'abg', 'cuman', 'beli', 'kentang', 'ama', 'minum', 'tapi', 'duduk', 'bisa', '35', 'jam', 'hingga', 'knetangnya', 'mlempem']",positif
kemarin sempat drive thru tapi entah nggak berfungsi atau gimana bagian order jadinya mesti ke pengambilan sekalian pesan nunggu strategis tempatnya,kemarin sempat drive thru tapi entah nggak berfungsi atau gimana bagian order jadinya mesti ke pengambilan sekalian pesan nunggu strategis tempatnya,"['kemarin', 'sempat', 'drive', 'thru', 'tapi', 'entah', 'nggak', 'berfungsi', 'atau', 'gimana', 'bagian', 'order', 'jadinya', 'mesti', 'ke', 'pengambilan', 'sekalian', 'pesan', 'nunggu', 'strategis', 'tempatnya']","['kemarin', 'sempat', 'drive', 'thru', 'tapi', 'entah', 'nggak', 'fungsi', 'atau', 'gimana', 'bagi', 'order', 'jadi', 'mesti', 'ke', 'ambil', 'sekali', 'pesan', 'nunggu', 'strategis', 'tempat']",positif
tempatnya luas lumayan nongkrong tp pelayanannya selalu sangat lamaaaasaya memilih drive thru krn lebih cepat,tempatnya luas lumayan nongkrong tapi pelayanannya selalu sangat lamaaaasaya memilih drive thru karena lebih cepat,"['tempatnya', 'luas', 'lumayan', 'nongkrong', 'tapi', 'pelayanannya', 'selalu', 'sangat', 'lamaaaasaya', 'memilih', 'drive', 'thru', 'karena', 'lebih', 'cepat']","['tempat', 'luas', 'lumayan', 'nongkrong', 'tapi', 'layan', 'selalu', 'sangat', 'lamaaaasaya', 'pilih', 'drive', 'thru', 'karena', 'lebih', 'cepat']",netral
